participant,group,item,type,number,determiner,condition,segment,text,rt,proficiency
L1_01,L1-English,43,rnr,RNR,plausible-control,RNR-plausible-control,8,"three weeks ago,",1104,35
L1_01,L1-English,43,rnr,RNR,plausible-control,RNR-plausible-control,9,according to their mother.,66,35
L1_01,L1-English,44,rnr,RNR,implausible-control,RNR-implausible-control,1,Tom,437,35
L1_01,L1-English,44,rnr,RNR,implausible-control,RNR-implausible-control,2,emptied,113,35
L1_01,L1-English,44,rnr,RNR,implausible-control,RNR-implausible-control,3,and,753,35
L1_01,L1-English,44,rnr,RNR,implausible-control,RNR-implausible-control,4,Jimmy,153,35
L1_01,L1-English,44,rnr,RNR,implausible-control,RNR-implausible-control,5,cleaned,539,35
L1_01,L1-English,44,rnr,RNR,implausible-control,RNR-implausible-control,6,the drawers,85,35
L1_01,L1-English,44,rnr,RNR,implausible-control,RNR-implausible-control,7,and cabinets,450,35
L1_01,L1-English,44,rnr,RNR,implausible-control,RNR-implausible-control,8,"this evening,",738,35
L1_01,L1-English,44,rnr,RNR,implausible-control,RNR-implausible-control,9,according to their mother.,328,35
L1_01,L1-English,45,rnr,RNR,plausible,RNR-plausible,1,Peter,1329,35
L1_01,L1-English,45,rnr,RNR,plausible,RNR-plausible,2,froze,203,35
L1_01,L1-English,45,rnr,RNR,plausible,RNR-plausible,3,and,837,35
L1_01,L1-English,45,rnr,RNR,plausible,RNR-plausible,4,Brad,318,35
L1_01,L1-English,45,rnr,RNR,plausible,RNR-plausible,5,defrosted,806,35
L1_01,L1-English,45,rnr,RNR,plausible,RNR-plausible,6,the milk,262,35
L1_01,L1-English,45,rnr,RNR,plausible,RNR-plausible,7,and the water,627,35
L1_01,L1-English,45,rnr,RNR,plausible,RNR-plausible,8,"last night,",284,35
L1_01,L1-English,45,rnr,RNR,plausible,RNR-plausible,9,according to their mother.,1695,35
L1_01,L1-English,46,rnr,RNR,implausible,RNR-implausible,1,Nicole,215,35
L1_01,L1-English,46,rnr,RNR,implausible,RNR-implausible,2,spoke,615,35
L1_01,L1-English,46,rnr,RNR,implausible,RNR-implausible,3,and,628,35
L1_01,L1-English,46,rnr,RNR,implausible,RNR-implausible,4,Claire,1390,35
L1_01,L1-English,46,rnr,RNR,implausible,RNR-implausible,5,taught,408,35
L1_01,L1-English,46,rnr,RNR,implausible,RNR-implausible,6,math,729,35
L1_01,L1-English,46,rnr,RNR,implausible,RNR-implausible,7,and science,240,35
L1_01,L1-English,46,rnr,RNR,implausible,RNR-implausible,8,"all day long,",1417,35
L1_01,L1-English,46,rnr,RNR,implausible,RNR-implausible,9,according to their father.,222,35
L1_01,L1-English,47,rnr,RNR,plausible-control,RNR-plausible-control,1,Bruno,268,35
L1_01,L1-English,47,rnr,RNR,plausible-control,RNR-plausible-control,2,painted,180,35
L1_01,L1-English,47,rnr,RNR,plausible-control,RNR-plausible-control,3,and,326,35
L1_01,L1-English,47,rnr,RNR,plausible-control,RNR-plausible-control,4,Mark,267,35
L1_01,L1-English,47,rnr,RNR,plausible-control,RNR-plausible-control,5,drew,242,35
L1_01,L1-English,47,rnr,RNR,plausible-control,RNR-plausible-control,6,roses,209,35
L1_01,L1-English,47,rnr,RNR,plausible-control,RNR-plausible-control,7,and tulips,262,35
L1_01,L1-English,47,rnr,RNR,plausible-control,RNR-plausible-control,8,"on Sunday,",601,35
L1_01,L1-English,47,rnr,RNR,plausible-control,RNR-plausible-control,9,according to their father.,246,35
L1_01,L1-English,48,rnr,RNR,implausible-control,RNR-implausible-control,1,Thomas,177,35
L1_01,L1-English,48,rnr,RNR,implausible-control,RNR-implausible-control,2,sliced,196,35
L1_01,L1-English,48,rnr,RNR,implausible-control,RNR-implausible-control,3,and,206,35
L1_01,L1-English,48,rnr,RNR,implausible-control,RNR-implausible-control,4,James,228,35
L1_01,L1-English,48,rnr,RNR,implausible-control,RNR-implausible-control,5,ate,220,35
L1_01,L1-English,48,rnr,RNR,implausible-control,RNR-implausible-control,6,apples,218,35
L1_01,L1-English,48,rnr,RNR,implausible-control,RNR-implausible-control,7,and carrots,225,35
L1_01,L1-English,48,rnr,RNR,implausible-control,RNR-implausible-control,8,"this evening,",375,35
L1_01,L1-English,48,rnr,RNR,implausible-control,RNR-implausible-control,9,according to their father.,218,35
L1_01,L1-English,49,rnr,RNR,plausible,RNR-plausible,1,Kris,249,35
L1_01,L1-English,49,rnr,RNR,plausible,RNR-plausible,2,taught,282,35
L1_01,L1-English,49,rnr,RNR,plausible,RNR-plausible,3,and,293,35
L1_01,L1-English,49,rnr,RNR,plausible,RNR-plausible,4,George,253,35
L1_01,L1-English,49,rnr,RNR,plausible,RNR-plausible,5,played,242,35
L1_01,L1-English,49,rnr,RNR,plausible,RNR-plausible,6,football,247,35
L1_01,L1-English,49,rnr,RNR,plausible,RNR-plausible,7,and baseball,1139,35
L1_01,L1-English,49,rnr,RNR,plausible,RNR-plausible,8,"for a while,",321,35
L1_01,L1-English,49,rnr,RNR,plausible,RNR-plausible,9,according to their father.,377,35
L1_01,L1-English,50,rnr,RNR,implausible,RNR-implausible,1,Ben,169,35
L1_01,L1-English,50,rnr,RNR,implausible,RNR-implausible,2,parked,169,35
L1_01,L1-English,50,rnr,RNR,implausible,RNR-implausible,3,and,179,35
L1_01,L1-English,50,rnr,RNR,implausible,RNR-implausible,4,William,181,35
L1_01,L1-English,50,rnr,RNR,implausible,RNR-implausible,5,rode,833,35
L1_01,L1-English,50,rnr,RNR,implausible,RNR-implausible,6,a horse,200,35
L1_01,L1-English,50,rnr,RNR,implausible,RNR-implausible,7,and a donkey,435,35
L1_01,L1-English,50,rnr,RNR,implausible,RNR-implausible,8,"an hour ago,",353,35
L1_01,L1-English,50,rnr,RNR,implausible,RNR-implausible,9,according to their father.,359,35
L1_01,L1-English,51,rnr,RNR,plausible-control,RNR-plausible-control,1,Sue,215,35
L1_01,L1-English,51,rnr,RNR,plausible-control,RNR-plausible-control,2,advertised,245,35
L1_01,L1-English,51,rnr,RNR,plausible-control,RNR-plausible-control,3,and,213,35
L1_01,L1-English,51,rnr,RNR,plausible-control,RNR-plausible-control,4,Kerry,175,35
L1_01,L1-English,51,rnr,RNR,plausible-control,RNR-plausible-control,5,ordered,179,35
L1_01,L1-English,51,rnr,RNR,plausible-control,RNR-plausible-control,6,the magazines,182,35
L1_01,L1-English,51,rnr,RNR,plausible-control,RNR-plausible-control,7,and comic books,177,35
L1_01,L1-English,51,rnr,RNR,plausible-control,RNR-plausible-control,8,"two weeks ago,",408,35
L1_01,L1-English,51,rnr,RNR,plausible-control,RNR-plausible-control,9,according to their sister.,242,35
L1_01,L1-English,52,rnr,RNR,implausible-control,RNR-implausible-control,1,Irene,178,35
L1_01,L1-English,52,rnr,RNR,implausible-control,RNR-implausible-control,2,fed,198,35
L1_01,L1-English,52,rnr,RNR,implausible-control,RNR-implausible-control,3,and,537,35
L1_01,L1-English,52,rnr,RNR,implausible-control,RNR-implausible-control,4,Mary,212,35
L1_01,L1-English,52,rnr,RNR,implausible-control,RNR-implausible-control,5,caught,189,35
L1_01,L1-English,52,rnr,RNR,implausible-control,RNR-implausible-control,6,the dog,285,35
L1_01,L1-English,52,rnr,RNR,implausible-control,RNR-implausible-control,7,and cat,249,35
L1_01,L1-English,52,rnr,RNR,implausible-control,RNR-implausible-control,8,"last night,",200,35
L1_01,L1-English,52,rnr,RNR,implausible-control,RNR-implausible-control,9,according to their sister.,228,35
L1_01,L1-English,53,rnr,RNR,plausible,RNR-plausible,1,Helen,185,35
L1_01,L1-English,53,rnr,RNR,plausible,RNR-plausible,2,rated,195,35
L1_01,L1-English,53,rnr,RNR,plausible,RNR-plausible,3,and,421,35
L1_01,L1-English,53,rnr,RNR,plausible,RNR-plausible,4,Amy,259,35
L1_01,L1-English,53,rnr,RNR,plausible,RNR-plausible,5,reviewed,399,35
L1_01,L1-English,53,rnr,RNR,plausible,RNR-plausible,6,movies,220,35
L1_01,L1-English,53,rnr,RNR,plausible,RNR-plausible,7,and TV dramas,652,35
L1_01,L1-English,53,rnr,RNR,plausible,RNR-plausible,8,"during the summer,",280,35
L1_01,L1-English,53,rnr,RNR,plausible,RNR-plausible,9,according to their sister.,408,35
L1_01,L1-English,54,rnr,RNR,implausible,RNR-implausible,1,Jane,330,35
L1_01,L1-English,54,rnr,RNR,implausible,RNR-implausible,2,watered,211,35
L1_01,L1-English,54,rnr,RNR,implausible,RNR-implausible,3,and,367,35
L1_01,L1-English,54,rnr,RNR,implausible,RNR-implausible,4,Nina,298,35
L1_01,L1-English,54,rnr,RNR,implausible,RNR-implausible,5,sold,242,35
L1_01,L1-English,54,rnr,RNR,implausible,RNR-implausible,6,the cars,199,35
L1_01,L1-English,54,rnr,RNR,implausible,RNR-implausible,7,and bikes,457,35
L1_01,L1-English,54,rnr,RNR,implausible,RNR-implausible,8,"during the winter,",304,35
L1_01,L1-English,54,rnr,RNR,implausible,RNR-implausible,9,according to their sister.,235,35
L1_01,L1-English,55,rnr,RNR,plausible-control,RNR-plausible-control,1,Chelsea,306,35
L1_01,L1-English,55,rnr,RNR,plausible-control,RNR-plausible-control,2,took,241,35
L1_01,L1-English,55,rnr,RNR,plausible-control,RNR-plausible-control,3,and,332,35
L1_01,L1-English,55,rnr,RNR,plausible-control,RNR-plausible-control,4,Nancy,253,35
L1_01,L1-English,55,rnr,RNR,plausible-control,RNR-plausible-control,5,ate,324,35
L1_01,L1-English,55,rnr,RNR,plausible-control,RNR-plausible-control,6,soup,250,35
L1_01,L1-English,55,rnr,RNR,plausible-control,RNR-plausible-control,7,and potatoes,197,35
L1_01,L1-English,55,rnr,RNR,plausible-control,RNR-plausible-control,8,"this morning,",420,35
L1_01,L1-English,55,rnr,RNR,plausible-control,RNR-plausible-control,9,according to their sister.,299,35
L1_01,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,1,Anna,185,35
L1_01,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,2,yelled,231,35
L1_01,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,3,and,179,35
L1_01,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,4,Mariah,177,35
L1_01,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,5,typed,182,35
L1_01,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,6,the name,205,35
L1_01,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,7,and address,459,35
L1_01,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,8,"an hour ago,",302,35
L1_01,L1-English,56,rnr,RNR,implausible-control,RNR-implausible-control,9,according to their brother.,282,35
L1_01,L1-English,57,rnr,RNR,plausible,RNR-plausible,1,Christina,228,35
L1_01,L1-English,57,rnr,RNR,plausible,RNR-plausible,2,ordered,201,35
L1_01,L1-English,57,rnr,RNR,plausible,RNR-plausible,3,and,178,35
L1_01,L1-English,57,rnr,RNR,plausible,RNR-plausible,4,Mia,173,35
L1_01,L1-English,57,rnr,RNR,plausible,RNR-plausible,5,installed,232,35
L1_01,L1-English,57,rnr,RNR,plausible,RNR-plausible,6,the air conditioner,201,35
L1_01,L1-English,57,rnr,RNR,plausible,RNR-plausible,7,and heater,195,35
L1_01,L1-English,57,rnr,RNR,plausible,RNR-plausible,8,"last month,",188,35
L1_01,L1-English,57,rnr,RNR,plausible,RNR-plausible,9,according to their brother.,206,35
L1_01,L1-English,58,rnr,RNR,implausible,RNR-implausible,1,Audrey,582,35
L1_01,L1-English,58,rnr,RNR,implausible,RNR-implausible,2,drank,503,35
L1_01,L1-English,58,rnr,RNR,implausible,RNR-implausible,3,and,383,35
L1_01,L1-English,58,rnr,RNR,implausible,RNR-implausible,4,Holly,427,35
L1_01,L1-English,58,rnr,RNR,implausible,RNR-implausible,5,bought,372,35
L1_01,L1-English,58,rnr,RNR,implausible,RNR-implausible,6,chocolates,376,35
L1_01,L1-English,58,rnr,RNR,implausible,RNR-implausible,7,and cookies,577,35
L1_01,L1-English,58,rnr,RNR,implausible,RNR-implausible,8,"a few hours ago,",768,35
L1_01,L1-English,58,rnr,RNR,implausible,RNR-implausible,9,according to their brother.,1034,35
L1_01,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,1,Alice,432,35
L1_01,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,2,received,369,35
L1_01,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,3,and,543,35
L1_01,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,4,Crystal,357,35
L1_01,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,5,packed,395,35
L1_01,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,6,the towels,661,35
L1_01,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,7,and clothes,673,35
L1_01,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,8,"this morning,",404,35
L1_01,L1-English,59,rnr,RNR,plausible-control,RNR-plausible-control,9,according to their brother.,685,35
L1_01,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,1,Harry,367,35
L1_01,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,2,broke,280,35
L1_01,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,3,and,196,35
L1_01,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,4,Kenny,201,35
L1_01,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,5,repaired,256,35
L1_01,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,6,the window,313,35
L1_01,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,7,and the door,223,35
L1_01,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,8,"this month,",200,35
L1_01,L1-English,60,rnr,RNR,implausible-control,RNR-implausible-control,9,according to their brother.,431,35
L1_01,L1-English,61,doso,do_so,adjunct,do_so-adjunct,1,Robin,170,35
L1_01,L1-English,61,doso,do_so,adjunct,do_so-adjunct,2,read,334,35
L1_01,L1-English,61,doso,do_so,adjunct,do_so-adjunct,3,a book,158,35
L1_01,L1-English,61,doso,do_so,adjunct,do_so-adjunct,4,on the couch,183,35
L1_01,L1-English,61,doso,do_so,adjunct,do_so-adjunct,5,and,211,35
L1_01,L1-English,61,doso,do_so,adjunct,do_so-adjunct,6,Leslie,341,35
L1_01,L1-English,61,doso,do_so,adjunct,do_so-adjunct,7,did,196,35
L1_01,L1-English,61,doso,do_so,adjunct,do_so-adjunct,8,so,186,35
L1_01,L1-English,61,doso,do_so,adjunct,do_so-adjunct,9,on the bench.,219,35
L1_01,L1-English,62,doso,do_so,argument,do_so-argument,1,Sam,280,35
L1_01,L1-English,62,doso,do_so,argument,do_so-argument,2,placed,175,35
L1_01,L1-English,62,doso,do_so,argument,do_so-argument,3,a letter,403,35
L1_01,L1-English,62,doso,do_so,argument,do_so-argument,4,on the desk,383,35
L1_01,L1-English,62,doso,do_so,argument,do_so-argument,5,and,261,35
L1_01,L1-English,62,doso,do_so,argument,do_so-argument,6,Tina,256,35
L1_01,L1-English,62,doso,do_so,argument,do_so-argument,7,did,305,35
L1_01,L1-English,62,doso,do_so,argument,do_so-argument,8,so,244,35
L1_01,L1-English,62,doso,do_so,argument,do_so-argument,9,on the table.,208,35
L1_01,L1-English,63,doso,control,adjunct,control-adjunct,1,Eric,201,35
L1_01,L1-English,63,doso,control,adjunct,control-adjunct,2,folded,220,35
L1_01,L1-English,63,doso,control,adjunct,control-adjunct,3,the towel,230,35
L1_01,L1-English,63,doso,control,adjunct,control-adjunct,4,in the bathroom,511,35
L1_01,L1-English,63,doso,control,adjunct,control-adjunct,5,and,226,35
L1_01,L1-English,63,doso,control,adjunct,control-adjunct,6,Jessy,227,35
L1_01,L1-English,63,doso,control,adjunct,control-adjunct,7,folded,237,35
L1_01,L1-English,63,doso,control,adjunct,control-adjunct,8,the towel,247,35
L1_01,L1-English,63,doso,control,adjunct,control-adjunct,9,in the bedroom.,407,35
L1_01,L1-English,64,doso,control,argument,control-argument,1,Ben,202,35
L1_01,L1-English,64,doso,control,argument,control-argument,2,loaded,244,35
L1_01,L1-English,64,doso,control,argument,control-argument,3,boxes,318,35
L1_01,L1-English,64,doso,control,argument,control-argument,4,in the truck,281,35
L1_01,L1-English,64,doso,control,argument,control-argument,5,and,203,35
L1_01,L1-English,64,doso,control,argument,control-argument,6,Hannah,292,35
L1_01,L1-English,64,doso,control,argument,control-argument,7,loaded,433,35
L1_01,L1-English,64,doso,control,argument,control-argument,8,boxes,396,35
L1_01,L1-English,64,doso,control,argument,control-argument,9,in the car.,382,35
L1_01,L1-English,65,ngram,ngram,implausible,ngram-implausible,1,Henry,205,35
L1_01,L1-English,65,ngram,ngram,implausible,ngram-implausible,2,drank,180,35
L1_01,L1-English,65,ngram,ngram,implausible,ngram-implausible,3,co?ee,194,35
L1_01,L1-English,65,ngram,ngram,implausible,ngram-implausible,4,and tea,399,35
L1_01,L1-English,65,ngram,ngram,implausible,ngram-implausible,5,at the cafe,216,35
L1_01,L1-English,65,ngram,ngram,implausible,ngram-implausible,6,where,173,35
L1_01,L1-English,65,ngram,ngram,implausible,ngram-implausible,7,sandwiches,195,35
L1_01,L1-English,65,ngram,ngram,implausible,ngram-implausible,8,and cake,292,35
L1_01,L1-English,65,ngram,ngram,implausible,ngram-implausible,9,were,264,35
L1_01,L1-English,65,ngram,ngram,implausible,ngram-implausible,10,very popular.,236,35
L1_01,L1-English,66,ngram,ngram,implausible,ngram-implausible,1,Andrew,267,35
L1_01,L1-English,66,ngram,ngram,implausible,ngram-implausible,2,baked,213,35
L1_01,L1-English,66,ngram,ngram,implausible,ngram-implausible,3,brownies,297,35
L1_01,L1-English,66,ngram,ngram,implausible,ngram-implausible,4,and cake,316,35
L1_01,L1-English,66,ngram,ngram,implausible,ngram-implausible,5,at home,224,35
L1_01,L1-English,66,ngram,ngram,implausible,ngram-implausible,6,where,193,35
L1_01,L1-English,66,ngram,ngram,implausible,ngram-implausible,7,milk,189,35
L1_01,L1-English,66,ngram,ngram,implausible,ngram-implausible,8,and coffee,174,35
L1_01,L1-English,66,ngram,ngram,implausible,ngram-implausible,9,are,502,35
L1_01,L1-English,66,ngram,ngram,implausible,ngram-implausible,10,very expensive.,239,35
L1_01,L1-English,67,ngram,ngram,implausible,ngram-implausible,1,Jenny,255,35
L1_01,L1-English,67,ngram,ngram,implausible,ngram-implausible,2,peeled,254,35
L1_01,L1-English,67,ngram,ngram,implausible,ngram-implausible,3,the apples,678,35
L1_01,L1-English,67,ngram,ngram,implausible,ngram-implausible,4,and the onions,362,35
L1_01,L1-English,67,ngram,ngram,implausible,ngram-implausible,5,in the kitchen,608,35
L1_01,L1-English,67,ngram,ngram,implausible,ngram-implausible,6,where,235,35
L1_01,L1-English,67,ngram,ngram,implausible,ngram-implausible,7,the spoons,335,35
L1_01,L1-English,67,ngram,ngram,implausible,ngram-implausible,8,and the forks,385,35
L1_01,L1-English,67,ngram,ngram,implausible,ngram-implausible,9,were,338,35
L1_01,L1-English,67,ngram,ngram,implausible,ngram-implausible,10,kept.,422,35
L1_01,L1-English,68,ngram,ngram,plausible,ngram-plausible,1,Sam,209,35
L1_01,L1-English,68,ngram,ngram,plausible,ngram-plausible,2,replaced,187,35
L1_01,L1-English,68,ngram,ngram,plausible,ngram-plausible,3,the doors,176,35
L1_01,L1-English,68,ngram,ngram,plausible,ngram-plausible,4,and the windows,201,35
L1_01,L1-English,68,ngram,ngram,plausible,ngram-plausible,5,in the bedroom,540,35
L1_01,L1-English,68,ngram,ngram,plausible,ngram-plausible,6,where,251,35
L1_01,L1-English,68,ngram,ngram,plausible,ngram-plausible,7,the fans,205,35
L1_01,L1-English,68,ngram,ngram,plausible,ngram-plausible,8,and the chairs,467,35
L1_01,L1-English,68,ngram,ngram,plausible,ngram-plausible,9,were,248,35
L1_01,L1-English,68,ngram,ngram,plausible,ngram-plausible,10,located.,409,35
L1_01,L1-English,69,ngram,ngram,plausible,ngram-plausible,1,Jason,177,35
