participant,group,item,type,clause,gap,condition,judgment,rt,proficiency
L1_11,L1_English,18,filler_ellipsis,2,1,Gapping-C,0,16.84730887,43
L1_11,L1_English,18,filler_null,na,na,null_object,1,4.249178171,43
L1_11,L1_English,19,critical_wanna,2,1,c,0,4.954674006,43
L1_11,L1_English,19,filler_ellipsis,1,2,VPE-A,1,14.85977507,43
L1_11,L1_English,20,critical_wanna,2,2,d,1,1.37429595,43
L1_11,L1_English,20,filler_ellipsis,2,2,Gapping-A,1,2.457010984,43
L1_11,L1_English,21,filler_ellipsis,1,1,VPE-C,1,3.749962091,43
L1_11,L1_English,22,filler_ellipsis,2,1,Gapping-C,1,0.537498951,43
L1_11,L1_English,23,filler_ellipsis,1,2,VPE-A,1,29.56651402,43
L1_11,L1_English,24,filler_ellipsis,2,2,Gapping-A,0,2.309406042,43
L1_12,L1_English,1,critical_wanna,1,2,b,0,0.03711009,46
L1_12,L1_English,1,filler_ellipsis,2,1,Gapping-C,0,0.355010986,46
L1_12,L1_English,1,filler_null,na,na,null_subject,0,0.471774817,46
L1_12,L1_English,1,filler_ungrammatical,na,na,na,0,0.287424088,46
L1_12,L1_English,2,critical_wanna,2,1,c,0,0.237210035,46
L1_12,L1_English,2,filler_ellipsis,1,2,VPE-A,1,3.78066206,46
L1_12,L1_English,2,filler_null,na,na,null_object,0,8.092696905,46
L1_12,L1_English,2,filler_ungrammatical,na,na,na,0,0.339045048,46
L1_12,L1_English,3,critical_wanna,2,2,d,1,0.122110844,46
L1_12,L1_English,3,filler_ellipsis,2,2,Gapping-A,0,0.218254089,46
L1_12,L1_English,3,filler_null,na,na,no_null,1,1.323405981,46
L1_12,L1_English,3,filler_ungrammatical,na,na,na,0,2.022368908,46
L1_12,L1_English,4,critical_wanna,1,1,a,1,0.070062876,46
L1_12,L1_English,4,filler_ellipsis,1,1,VPE-C,1,1.088025093,46
L1_12,L1_English,4,filler_null,na,na,null_subject,0,0.070353031,46
L1_12,L1_English,4,filler_ungrammatical,na,na,na,0,1.557382107,46
L1_12,L1_English,5,critical_wanna,1,2,b,0,0.874381065,46
L1_12,L1_English,5,filler_ellipsis,2,1,Gapping-C,1,0.186799049,46
L1_12,L1_English,5,filler_null,na,na,null_object,1,0.187237978,46
L1_12,L1_English,5,filler_ungrammatical,na,na,na,0,0.771487951,46
L1_12,L1_English,6,critical_wanna,2,1,c,0,0.203948021,46
L1_12,L1_English,6,filler_ellipsis,1,2,VPE-A,1,0.103266954,46
L1_12,L1_English,6,filler_null,na,na,no_null,1,0.422531843,46
L1_12,L1_English,6,filler_ungrammatical,na,na,na,0,0.421231985,46
L1_12,L1_English,7,critical_wanna,2,2,d,1,1.958841085,46
L1_12,L1_English,7,filler_ellipsis,2,2,Gapping-A,0,0.287909985,46
L1_12,L1_English,7,filler_null,na,na,null_subject,0,0.421429873,46
L1_12,L1_English,8,critical_wanna,1,1,a,1,1.173865795,46
L1_12,L1_English,8,filler_ellipsis,1,1,VPE-C,1,0.521786928,46
L1_12,L1_English,8,filler_null,na,na,null_object,1,0.086236954,46
L1_12,L1_English,9,critical_wanna,1,2,b,0,0.270618916,46
L1_12,L1_English,9,filler_ellipsis,2,1,Gapping-C,0,0.286993027,46
L1_12,L1_English,9,filler_null,na,na,no_null,1,0.205505133,46
L1_12,L1_English,10,critical_wanna,2,1,c,0,1.658339977,46
L1_12,L1_English,10,filler_ellipsis,1,2,VPE-A,1,0.337756157,46
L1_12,L1_English,10,filler_null,na,na,null_subject,0,0.388404131,46
L1_12,L1_English,11,critical_wanna,2,2,d,1,0.637969971,46
L1_12,L1_English,11,filler_ellipsis,2,2,Gapping-A,0,0.488471031,46
L1_12,L1_English,11,filler_null,na,na,null_object,0,0.371454,46
L1_12,L1_English,12,critical_wanna,1,1,a,1,0.254876137,46
L1_12,L1_English,12,filler_ellipsis,1,1,VPE-C,1,0.337671995,46
L1_12,L1_English,12,filler_null,na,na,no_null,1,0.387597084,46
L1_12,L1_English,13,critical_wanna,1,2,b,0,0.304965973,46
L1_12,L1_English,13,filler_ellipsis,2,1,Gapping-C,0,2.122561932,46
L1_12,L1_English,13,filler_null,na,na,null_subject,0,0.521260977,46
L1_12,L1_English,14,critical_wanna,2,1,c,0,0.167247772,46
L1_12,L1_English,14,filler_ellipsis,1,2,VPE-A,1,1.975898981,46
L1_12,L1_English,14,filler_null,na,na,null_object,1,2.026407003,46
L1_12,L1_English,15,critical_wanna,2,2,d,1,3.613772869,46
L1_12,L1_English,15,filler_ellipsis,2,2,Gapping-A,0,0.321234941,46
L1_12,L1_English,15,filler_null,na,na,no_null,1,3.061663866,46
L1_12,L1_English,16,critical_wanna,1,1,a,1,0.354509115,46
L1_12,L1_English,16,filler_ellipsis,1,1,VPE-C,1,0.1868999,46
L1_12,L1_English,16,filler_null,na,na,null_subject,0,0.321784973,46
L1_12,L1_English,17,critical_wanna,1,2,b,0,0.401180029,46
L1_12,L1_English,17,filler_ellipsis,2,1,Gapping-C,0,0.405184984,46
L1_12,L1_English,17,filler_null,na,na,null_object,1,0.384782076,46
L1_12,L1_English,18,critical_wanna,2,1,c,0,1.491845846,46
L1_12,L1_English,18,filler_ellipsis,1,2,VPE-A,1,7.891578913,46
L1_12,L1_English,18,filler_null,na,na,no_null,1,3.530509949,46
L1_12,L1_English,19,critical_wanna,2,2,d,1,1.742491961,46
L1_12,L1_English,19,filler_ellipsis,2,2,Gapping-A,0,0.404768944,46
L1_12,L1_English,20,critical_wanna,1,1,a,1,0.133646011,46
L1_12,L1_English,20,filler_ellipsis,1,1,VPE-C,1,0.304225922,46
L1_12,L1_English,21,filler_ellipsis,2,1,Gapping-C,0,0.287431955,46
L1_12,L1_English,22,filler_ellipsis,1,2,VPE-A,1,0.237686157,46
L1_12,L1_English,23,filler_ellipsis,2,2,Gapping-A,0,0.253535032,46
L1_12,L1_English,24,filler_ellipsis,1,1,VPE-C,1,0.388258934,46
L1_13,L1_English,1,critical_wanna,2,1,c,0,5.285483122,37
L1_13,L1_English,1,filler_ellipsis,1,2,VPE-A,1,1.825218916,37
L1_13,L1_English,1,filler_null,na,na,null_object,0,0.488192081,37
L1_13,L1_English,1,filler_ungrammatical,na,na,na,0,1.441261053,37
L1_13,L1_English,2,critical_wanna,2,2,d,1,0.455759048,37
L1_13,L1_English,2,filler_ellipsis,2,2,Gapping-A,0,1.021099091,37
L1_13,L1_English,2,filler_null,na,na,no_null,1,0.23352313,37
L1_13,L1_English,2,filler_ungrammatical,na,na,na,0,0.889797211,37
L1_13,L1_English,3,critical_wanna,1,1,a,1,0.802150011,37
L1_13,L1_English,3,filler_ellipsis,1,1,VPE-C,1,1.203929901,37
L1_13,L1_English,3,filler_null,na,na,null_subject,0,2.777182817,37
L1_13,L1_English,3,filler_ungrammatical,na,na,na,0,0.30632782,37
L1_13,L1_English,4,critical_wanna,1,2,b,0,0.239556074,37
L1_13,L1_English,4,filler_ellipsis,2,1,Gapping-C,0,6.183485985,37
L1_13,L1_English,4,filler_null,na,na,null_object,0,5.09741497,37
L1_13,L1_English,4,filler_ungrammatical,na,na,na,0,1.457630873,37
L1_13,L1_English,5,critical_wanna,2,1,c,0,2.608330965,37
L1_13,L1_English,5,filler_ellipsis,1,2,VPE-A,1,0.538584232,37
L1_13,L1_English,5,filler_null,na,na,no_null,1,0.635927916,37
L1_13,L1_English,5,filler_ungrammatical,na,na,na,0,0.538679123,37
L1_13,L1_English,6,critical_wanna,2,2,d,1,0.639374018,37
L1_13,L1_English,6,filler_ellipsis,2,2,Gapping-A,0,0.62216711,37
L1_13,L1_English,6,filler_null,na,na,null_subject,0,0.621853113,37
L1_13,L1_English,6,filler_ungrammatical,na,na,na,0,0.572090864,37
L1_13,L1_English,7,critical_wanna,1,1,a,1,1.240551949,37
L1_13,L1_English,7,filler_ellipsis,1,1,VPE-C,1,8.974143982,37
L1_13,L1_English,7,filler_null,na,na,null_object,0,7.073058128,37
L1_13,L1_English,8,critical_wanna,1,2,b,0,0.618170977,37
L1_13,L1_English,8,filler_ellipsis,2,1,Gapping-C,1,4.132936001,37
L1_13,L1_English,8,filler_null,na,na,no_null,1,0.521973848,37
L1_13,L1_English,9,critical_wanna,2,1,c,0,1.708035946,37
L1_13,L1_English,9,filler_ellipsis,1,2,VPE-A,1,0.584566116,37
L1_13,L1_English,9,filler_null,na,na,null_subject,0,0.786030054,37
L1_13,L1_English,10,critical_wanna,2,2,d,1,0.872251034,37
L1_13,L1_English,10,filler_ellipsis,2,2,Gapping-A,0,0.433732986,37
L1_13,L1_English,10,filler_null,na,na,null_object,0,0.721884012,37
L1_13,L1_English,11,critical_wanna,1,1,a,1,1.224298954,37
L1_13,L1_English,11,filler_ellipsis,1,1,VPE-C,1,0.537726164,37
L1_13,L1_English,11,filler_null,na,na,no_null,1,0.187777996,37
L1_13,L1_English,12,critical_wanna,1,2,b,0,0.487863064,37
L1_13,L1_English,12,filler_ellipsis,2,1,Gapping-C,0,5.753820896,37
L1_13,L1_English,12,filler_null,na,na,null_subject,0,0.604004145,37
L1_13,L1_English,13,critical_wanna,2,1,c,0,0.421269894,37
L1_13,L1_English,13,filler_ellipsis,1,2,VPE-A,1,6.738757133,37
L1_13,L1_English,13,filler_null,na,na,null_object,0,1.357450962,37
L1_13,L1_English,14,critical_wanna,2,2,d,1,0.438487053,37
L1_13,L1_English,14,filler_ellipsis,2,2,Gapping-A,0,0.939847946,37
L1_13,L1_English,14,filler_null,na,na,no_null,1,0.689682007,37
L1_13,L1_English,15,critical_wanna,1,1,a,1,0.856046915,37
L1_13,L1_English,15,filler_ellipsis,1,1,VPE-C,1,16.81584597,37
L1_13,L1_English,15,filler_null,na,na,null_subject,0,1.342254162,37
L1_13,L1_English,16,critical_wanna,1,2,b,0,0.538722038,37
L1_13,L1_English,16,filler_ellipsis,2,1,Gapping-C,1,2.69584012,37
L1_13,L1_English,16,filler_null,na,na,null_object,0,1.640755177,37
L1_13,L1_English,17,critical_wanna,2,1,c,0,0.539011002,37
L1_13,L1_English,17,filler_ellipsis,1,2,VPE-A,1,0.840010166,37
L1_13,L1_English,17,filler_null,na,na,no_null,1,0.401679039,37
L1_13,L1_English,18,critical_wanna,2,2,d,1,0.62181592,37
L1_13,L1_English,18,filler_ellipsis,2,2,Gapping-A,0,1.590581894,37
L1_13,L1_English,18,filler_null,na,na,null_subject,0,0.806295872,37
L1_13,L1_English,19,critical_wanna,1,1,a,1,0.788706064,37
L1_13,L1_English,19,filler_ellipsis,1,1,VPE-C,1,0.517547846,37
L1_13,L1_English,20,critical_wanna,1,2,b,0,0.421954155,37
L1_13,L1_English,20,filler_ellipsis,2,1,Gapping-C,1,1.959686041,37
L1_13,L1_English,21,filler_ellipsis,1,2,VPE-A,1,0.501618147,37
L1_13,L1_English,22,filler_ellipsis,2,2,Gapping-A,0,2.206547976,37
L1_13,L1_English,23,filler_ellipsis,1,1,VPE-C,1,0.387907028,37
L1_13,L1_English,24,filler_ellipsis,2,1,Gapping-C,1,0.283806086,37
L1_14,L1_English,1,critical_wanna,2,2,d,1,0.755104065,33
L1_14,L1_English,1,filler_ellipsis,2,2,Gapping-A,0,0.725392103,33
L1_14,L1_English,1,filler_null,na,na,null_object,0,0.504481077,33
L1_14,L1_English,1,filler_ungrammatical,na,na,na,0,0.420310974,33
L1_14,L1_English,2,critical_wanna,1,1,a,1,0.568237066,33
L1_14,L1_English,2,filler_ellipsis,1,1,VPE-C,1,8.037456989,33
L1_14,L1_English,2,filler_null,na,na,no_null,1,0.605576992,33
L1_14,L1_English,2,filler_ungrammatical,na,na,na,0,2.260265112,33
L1_14,L1_English,3,critical_wanna,1,2,b,0,1.220587015,33
L1_14,L1_English,3,filler_ellipsis,2,1,Gapping-C,0,1.191776037,33
L1_14,L1_English,3,filler_null,na,na,null_subject,0,1.775335073,33
L1_14,L1_English,3,filler_ungrammatical,na,na,na,0,2.609503984,33
L1_14,L1_English,4,critical_wanna,2,1,c,1,1.570119858,33
L1_14,L1_English,4,filler_ellipsis,1,2,VPE-A,1,0.935363054,33
L1_14,L1_English,4,filler_null,na,na,null_object,0,0.388382912,33
L1_14,L1_English,4,filler_ungrammatical,na,na,na,0,0.037685871,33
L1_14,L1_English,5,critical_wanna,2,2,d,1,1.440432072,33
L1_14,L1_English,5,filler_ellipsis,2,2,Gapping-A,0,2.778851986,33
L1_14,L1_English,5,filler_null,na,na,no_null,1,1.106933117,33
L1_14,L1_English,5,filler_ungrammatical,na,na,na,0,0.37191391,33
L1_14,L1_English,6,critical_wanna,1,1,a,1,0.856417894,33
L1_14,L1_English,6,filler_ellipsis,1,1,VPE-C,1,0.605268002,33
L1_14,L1_English,6,filler_null,na,na,null_subject,1,0.554536819,33
L1_14,L1_English,6,filler_ungrammatical,na,na,na,0,1.809180975,33
L1_14,L1_English,7,critical_wanna,1,2,b,0,0.438364029,33
L1_14,L1_English,7,filler_ellipsis,2,1,Gapping-C,0,1.040014982,33
L1_14,L1_English,7,filler_null,na,na,null_object,1,4.615415812,33
L1_14,L1_English,8,critical_wanna,2,1,c,0,0.383308172,33
L1_14,L1_English,8,filler_ellipsis,1,2,VPE-A,1,1.06992197,33
L1_14,L1_English,8,filler_null,na,na,no_null,1,0.655981064,33
L1_14,L1_English,9,critical_wanna,2,2,d,1,0.220729828,33
L1_14,L1_English,9,filler_ellipsis,2,2,Gapping-A,0,0.320590973,33
L1_14,L1_English,9,filler_null,na,na,null_subject,0,0.588879108,33
L1_14,L1_English,10,critical_wanna,1,1,a,1,0.434177876,33
L1_14,L1_English,10,filler_ellipsis,1,1,VPE-C,1,0.355402946,33
L1_14,L1_English,10,filler_null,na,na,null_object,0,0.267828226,33
L1_14,L1_English,11,critical_wanna,1,2,b,0,0.354274988,33
L1_14,L1_English,11,filler_ellipsis,2,1,Gapping-C,0,0.354279995,33
L1_14,L1_English,11,filler_null,na,na,no_null,1,0.489403963,33
L1_14,L1_English,12,critical_wanna,2,1,c,0,0.535240889,33
L1_14,L1_English,12,filler_ellipsis,1,2,VPE-A,1,0.373030901,33
L1_14,L1_English,12,filler_null,na,na,null_subject,0,0.103445053,33
L1_14,L1_English,13,critical_wanna,2,2,d,1,0.103864193,33
L1_14,L1_English,13,filler_ellipsis,2,2,Gapping-A,0,0.923835993,33
L1_14,L1_English,13,filler_null,na,na,null_object,0,0.138469219,33
L1_14,L1_English,14,critical_wanna,1,1,a,1,1.908801079,33
L1_14,L1_English,14,filler_ellipsis,1,1,VPE-C,1,0.670997143,33
L1_14,L1_English,14,filler_null,na,na,no_null,1,0.187710047,33
L1_14,L1_English,15,critical_wanna,1,2,b,0,1.023372173,33
L1_14,L1_English,15,filler_ellipsis,2,1,Gapping-C,0,0.485100031,33
L1_14,L1_English,15,filler_null,na,na,null_subject,0,0.452586174,33
L1_14,L1_English,16,critical_wanna,2,1,c,0,0.735432863,33
L1_14,L1_English,16,filler_ellipsis,1,2,VPE-A,0,0.868993998,33
L1_14,L1_English,16,filler_null,na,na,null_object,0,0.434820175,33
L1_14,L1_English,17,critical_wanna,2,2,d,1,1.20394516,33
L1_14,L1_English,17,filler_ellipsis,2,2,Gapping-A,0,0.367932081,33
L1_14,L1_English,17,filler_null,na,na,no_null,1,0.032555819,33
L1_14,L1_English,18,critical_wanna,1,1,a,1,7.824825048,33
L1_14,L1_English,18,filler_ellipsis,1,1,VPE-C,1,3.21371603,33
L1_14,L1_English,18,filler_null,na,na,null_subject,0,1.357171059,33
L1_14,L1_English,19,critical_wanna,1,2,b,0,3.230100155,33
L1_14,L1_English,19,filler_ellipsis,2,1,Gapping-C,0,0.288775921,33
L1_14,L1_English,20,critical_wanna,2,1,c,0,0.554292917,33
L1_14,L1_English,20,filler_ellipsis,1,2,VPE-A,0,0.103885174,33
L1_14,L1_English,21,filler_ellipsis,2,2,Gapping-A,0,0.321580887,33
L1_14,L1_English,22,filler_ellipsis,1,1,VPE-C,0,0.270682096,33
L1_14,L1_English,23,filler_ellipsis,2,1,Gapping-C,0,0.824573994,33
L1_14,L1_English,24,filler_ellipsis,1,2,VPE-A,0,0.521682024,33
L1_15,L1_English,1,critical_wanna,1,1,a,1,0.421676874,35
L1_15,L1_English,1,filler_ellipsis,1,1,VPE-C,1,1.206426144,35
L1_15,L1_English,1,filler_null,na,na,no_null,1,0.773458958,35
L1_15,L1_English,1,filler_ungrammatical,na,na,na,0,0.614475966,35
L1_15,L1_English,2,critical_wanna,1,2,b,0,2.272541046,35
L1_15,L1_English,2,filler_ellipsis,2,1,Gapping-C,0,4.60010004,35
L1_15,L1_English,2,filler_null,na,na,null_subject,0,1.273293972,35
L1_15,L1_English,2,filler_ungrammatical,na,na,na,0,1.975469112,35
L1_15,L1_English,3,critical_wanna,2,1,c,0,0.505510092,35
L1_15,L1_English,3,filler_ellipsis,1,2,VPE-A,1,0.955642939,35
L1_15,L1_English,3,filler_null,na,na,null_object,0,0.788649082,35
L1_15,L1_English,3,filler_ungrammatical,na,na,na,0,0.58527112,35
L1_15,L1_English,4,critical_wanna,2,2,d,1,1.691225052,35
L1_15,L1_English,4,filler_ellipsis,2,2,Gapping-A,0,0.621705055,35
L1_15,L1_English,4,filler_null,na,na,no_null,1,0.170755863,35
L1_15,L1_English,4,filler_ungrammatical,na,na,na,0,0.321641207,35
L1_15,L1_English,5,critical_wanna,1,1,a,0,1.04124999,35
L1_15,L1_English,5,filler_ellipsis,1,1,VPE-C,1,1.457467079,35
L1_15,L1_English,5,filler_null,na,na,null_subject,0,1.006973982,35
L1_15,L1_English,5,filler_ungrammatical,na,na,na,0,0.355071068,35
L1_15,L1_English,6,critical_wanna,1,2,b,0,0.588479042,35
L1_15,L1_English,6,filler_ellipsis,2,1,Gapping-C,0,0.504880905,35
L1_15,L1_English,6,filler_null,na,na,null_object,0,0.704641104,35
L1_15,L1_English,6,filler_ungrammatical,na,na,na,0,1.354040861,35
L1_15,L1_English,7,critical_wanna,2,1,c,0,0.471874952,35
L1_15,L1_English,7,filler_ellipsis,1,2,VPE-A,1,0.554949999,35
L1_15,L1_English,7,filler_null,na,na,no_null,1,2.042474031,35
L1_15,L1_English,8,critical_wanna,2,2,d,1,1.558581114,35
L1_15,L1_English,8,filler_ellipsis,2,2,Gapping-A,0,0.438500166,35
L1_15,L1_English,8,filler_null,na,na,null_subject,0,3.679400921,35
L1_15,L1_English,9,critical_wanna,1,1,a,1,0.337611914,35
L1_15,L1_English,9,filler_ellipsis,1,1,VPE-C,1,2.076632977,35
L1_15,L1_English,9,filler_null,na,na,null_object,0,0.923084021,35
L1_15,L1_English,10,critical_wanna,1,2,b,0,1.202919006,35
L1_15,L1_English,10,filler_ellipsis,2,1,Gapping-C,0,0.605302095,35
L1_15,L1_English,10,filler_null,na,na,no_null,1,0.488291979,35
L1_15,L1_English,11,critical_wanna,2,1,c,0,1.073922873,35
L1_15,L1_English,11,filler_ellipsis,1,2,VPE-A,1,0.856201172,35
L1_15,L1_English,11,filler_null,na,na,null_subject,0,0.571056128,35
L1_15,L1_English,12,critical_wanna,2,2,d,1,0.420855045,35
L1_15,L1_English,12,filler_ellipsis,2,2,Gapping-A,0,0.503125906,35
L1_15,L1_English,12,filler_null,na,na,null_object,0,0.537726164,35
L1_15,L1_English,13,critical_wanna,1,1,a,0,7.657322884,35
L1_15,L1_English,13,filler_ellipsis,1,1,VPE-C,1,0.421726942,35
L1_15,L1_English,13,filler_null,na,na,no_null,1,0.555935144,35
L1_15,L1_English,14,critical_wanna,1,2,b,0,0.751483202,35
L1_15,L1_English,14,filler_ellipsis,2,1,Gapping-C,0,2.444066048,35
L1_15,L1_English,14,filler_null,na,na,null_subject,0,0.435220957,35
L1_15,L1_English,15,critical_wanna,2,1,c,0,0.639008045,35
L1_15,L1_English,15,filler_ellipsis,1,2,VPE-A,0,0.604927063,35
L1_15,L1_English,15,filler_null,na,na,null_object,0,1.056293011,35
L1_15,L1_English,16,critical_wanna,2,2,d,1,0.521687984,35
L1_15,L1_English,16,filler_ellipsis,2,2,Gapping-A,0,2.62417984,35
L1_15,L1_English,16,filler_null,na,na,no_null,1,2.961325169,35
L1_15,L1_English,17,critical_wanna,1,1,a,1,0.972353935,35
L1_15,L1_English,17,filler_ellipsis,1,1,VPE-C,0,15.61251092,35
L1_15,L1_English,17,filler_null,na,na,null_subject,0,0.538314104,35
L1_15,L1_English,18,critical_wanna,1,2,b,0,0.421337843,35
L1_15,L1_English,18,filler_ellipsis,2,1,Gapping-C,0,0.669528008,35
L1_15,L1_English,18,filler_null,na,na,null_object,0,0.387695074,35
L1_15,L1_English,19,critical_wanna,2,1,c,0,0.404985189,35
L1_15,L1_English,19,filler_ellipsis,1,2,VPE-A,0,0.752204895,35
L1_15,L1_English,20,critical_wanna,2,2,d,1,0.655997992,35
L1_15,L1_English,20,filler_ellipsis,2,2,Gapping-A,0,0.451448917,35
L1_15,L1_English,21,filler_ellipsis,1,1,VPE-C,1,0.601928234,35
L1_15,L1_English,22,filler_ellipsis,2,1,Gapping-C,0,0.454915047,35
L1_15,L1_English,23,filler_ellipsis,1,2,VPE-A,1,1.002903938,35
L1_15,L1_English,24,filler_ellipsis,2,2,Gapping-A,0,0.503975868,35
L1_16,L1_English,1,critical_wanna,1,2,b,0,1.59105897,39
L1_16,L1_English,1,filler_ellipsis,2,1,Gapping-C,1,5.164154053,39
L1_16,L1_English,1,filler_null,na,na,null_subject,0,1.959002018,39
L1_16,L1_English,1,filler_ungrammatical,na,na,na,0,5.230990887,39
L1_16,L1_English,2,critical_wanna,2,1,c,0,0.689119101,39
L1_16,L1_English,2,filler_ellipsis,1,2,VPE-A,1,1.190250158,39
L1_16,L1_English,2,filler_null,na,na,null_object,0,1.540819883,39
L1_16,L1_English,2,filler_ungrammatical,na,na,na,0,5.217442036,39
L1_16,L1_English,3,critical_wanna,2,2,d,1,2.593692064,39
L1_16,L1_English,3,filler_ellipsis,2,2,Gapping-A,0,0.521848917,39
L1_16,L1_English,3,filler_null,na,na,no_null,0,3.228430033,39
L1_16,L1_English,3,filler_ungrammatical,na,na,na,0,4.733258963,39
L1_16,L1_English,4,critical_wanna,1,1,a,1,0.78568697,39
L1_16,L1_English,4,filler_ellipsis,1,1,VPE-C,1,0.6560781,39
L1_16,L1_English,4,filler_null,na,na,null_subject,0,0.538051844,39
L1_16,L1_English,4,filler_ungrammatical,na,na,na,0,2.727419853,39
L1_16,L1_English,5,critical_wanna,1,2,b,1,2.143064976,39
L1_16,L1_English,5,filler_ellipsis,2,1,Gapping-C,0,5.752012014,39
L1_16,L1_English,5,filler_null,na,na,null_object,0,0.738503933,39
L1_16,L1_English,5,filler_ungrammatical,na,na,na,0,1.072767973,39
L1_16,L1_English,6,critical_wanna,2,1,c,0,11.16652393,39
L1_16,L1_English,6,filler_ellipsis,1,2,VPE-A,1,1.323858023,39
L1_16,L1_English,6,filler_null,na,na,no_null,1,0.571582079,39
L1_16,L1_English,6,filler_ungrammatical,na,na,na,0,8.894068003,39
L1_16,L1_English,7,critical_wanna,2,2,d,1,1.825117111,39
L1_16,L1_English,7,filler_ellipsis,2,2,Gapping-A,0,1.373914003,39
L1_16,L1_English,7,filler_null,na,na,null_subject,0,1.992347002,39
L1_16,L1_English,8,critical_wanna,1,1,a,1,2.841384888,39
L1_16,L1_English,8,filler_ellipsis,1,1,VPE-C,1,0.537973881,39
L1_16,L1_English,8,filler_null,na,na,null_object,0,0.618850946,39
L1_16,L1_English,9,critical_wanna,1,2,b,0,2.427616835,39
L1_16,L1_English,9,filler_ellipsis,2,1,Gapping-C,1,0.538974047,39
L1_16,L1_English,9,filler_null,na,na,no_null,1,0.537866116,39
L1_16,L1_English,10,critical_wanna,2,1,c,0,2.007354975,39
L1_16,L1_English,10,filler_ellipsis,1,2,VPE-A,1,1.638303995,39
L1_16,L1_English,10,filler_null,na,na,null_subject,0,8.409911156,39
L1_16,L1_English,11,critical_wanna,2,2,d,1,0.688881159,39
L1_16,L1_English,11,filler_ellipsis,2,2,Gapping-A,0,14.84349799,39
L1_16,L1_English,11,filler_null,na,na,null_object,0,5.234667063,39
L1_16,L1_English,12,critical_wanna,1,1,a,1,4.311010122,39
L1_16,L1_English,12,filler_ellipsis,1,1,VPE-C,1,1.557767153,39
L1_16,L1_English,12,filler_null,na,na,no_null,1,0.638602018,39
L1_16,L1_English,13,critical_wanna,1,2,b,0,8.325100183,39
L1_16,L1_English,13,filler_ellipsis,2,1,Gapping-C,1,0.755791903,39
L1_16,L1_English,13,filler_null,na,na,null_subject,0,1.036335945,39
L1_16,L1_English,14,critical_wanna,2,1,c,0,0.905759096,39
L1_16,L1_English,14,filler_ellipsis,1,2,VPE-A,1,16.4441011,39
L1_16,L1_English,14,filler_null,na,na,null_object,0,0.655259132,39
L1_16,L1_English,15,critical_wanna,2,2,d,1,3.880537987,39
L1_16,L1_English,15,filler_ellipsis,2,2,Gapping-A,0,0.989280939,39
L1_16,L1_English,15,filler_null,na,na,no_null,1,0.487906933,39
L1_16,L1_English,16,critical_wanna,1,1,a,1,0.77283287,39
L1_16,L1_English,16,filler_ellipsis,1,1,VPE-C,1,0.537371159,39
L1_16,L1_English,16,filler_null,na,na,null_subject,0,0.622056961,39
L1_16,L1_English,17,critical_wanna,1,2,b,0,0.805938005,39
L1_16,L1_English,17,filler_ellipsis,2,1,Gapping-C,1,0.722245932,39
L1_16,L1_English,17,filler_null,na,na,null_object,0,5.936604023,39
L1_16,L1_English,18,critical_wanna,2,1,c,0,3.964465857,39
L1_16,L1_English,18,filler_ellipsis,1,2,VPE-A,1,9.178242922,39
L1_16,L1_English,18,filler_null,na,na,no_null,1,2.994939089,39
L1_16,L1_English,19,critical_wanna,2,2,d,1,1.422042847,39
L1_16,L1_English,19,filler_ellipsis,2,2,Gapping-A,0,3.847573042,39
L1_16,L1_English,20,critical_wanna,1,1,a,1,0.972254992,39
L1_16,L1_English,20,filler_ellipsis,1,1,VPE-C,1,4.260340929,39
L1_16,L1_English,21,filler_ellipsis,2,1,Gapping-C,0,14.17488194,39
L1_16,L1_English,22,filler_ellipsis,1,2,VPE-A,1,0.738476992,39
L1_16,L1_English,23,filler_ellipsis,2,2,Gapping-A,0,5.816048861,39
L1_16,L1_English,24,filler_ellipsis,1,1,VPE-C,1,2.193892956,39
L1_17,L1_English,1,critical_wanna,2,1,c,1,7.841037035,32
L1_17,L1_English,1,filler_ellipsis,1,2,VPE-A,1,1.172698021,32
L1_17,L1_English,1,filler_null,na,na,null_object,0,2.143460035,32
L1_17,L1_English,1,filler_ungrammatical,na,na,na,0,0.884935141,32
L1_17,L1_English,2,critical_wanna,2,2,d,1,0.655877113,32
L1_17,L1_English,2,filler_ellipsis,2,2,Gapping-A,0,0.538645983,32
L1_17,L1_English,2,filler_null,na,na,no_null,1,1.040565968,32
L1_17,L1_English,2,filler_ungrammatical,na,na,na,0,0.501895905,32
L1_17,L1_English,3,critical_wanna,1,1,a,1,0.688920975,32
L1_17,L1_English,3,filler_ellipsis,1,1,VPE-C,1,0.85600996,32
L1_17,L1_English,3,filler_null,na,na,null_subject,0,1.691854,32
L1_17,L1_English,3,filler_ungrammatical,na,na,na,0,1.357584953,32
L1_17,L1_English,4,critical_wanna,1,2,b,0,4.445051908,32
L1_17,L1_English,4,filler_ellipsis,2,1,Gapping-C,1,0.956171036,32
L1_17,L1_English,4,filler_null,na,na,null_object,0,0.889496088,32
L1_17,L1_English,4,filler_ungrammatical,na,na,na,0,0.355263948,32
L1_17,L1_English,5,critical_wanna,2,1,c,0,0.939551115,32
L1_17,L1_English,5,filler_ellipsis,1,2,VPE-A,1,0.472109079,32
L1_17,L1_English,5,filler_null,na,na,no_null,1,0.739224911,32
L1_17,L1_English,5,filler_ungrammatical,na,na,na,0,0.36974597,32
