participant,group,item,type,clause,gap,condition,judgment,rt,proficiency
L2_08,L2_English,4,filler_ellipsis,2,2,Gapping-A,0,0.036916971,NA
L2_08,L2_English,4,filler_null,na,na,no_null,1,0.271543026,NA
L2_08,L2_English,4,filler_ungrammatical,na,na,na,1,0.522089958,NA
L2_08,L2_English,5,critical_wanna,1,1,a,1,4.262123108,NA
L2_08,L2_English,5,filler_ellipsis,1,1,VPE-C,1,0.788786173,NA
L2_08,L2_English,5,filler_null,na,na,null_subject,0,0.504953861,NA
L2_08,L2_English,5,filler_ungrammatical,na,na,na,1,0.384981155,NA
L2_08,L2_English,6,critical_wanna,1,2,b,1,0.401548147,NA
L2_08,L2_English,6,filler_ellipsis,2,1,Gapping-C,1,0.321355104,NA
L2_08,L2_English,6,filler_null,na,na,null_object,1,8.760549068,NA
L2_08,L2_English,6,filler_ungrammatical,na,na,na,1,1.855611086,NA
L2_08,L2_English,7,critical_wanna,2,1,c,1,0.488550186,NA
L2_08,L2_English,7,filler_ellipsis,1,2,VPE-A,1,0.421314001,NA
L2_08,L2_English,7,filler_null,na,na,no_null,1,0.204470158,NA
L2_08,L2_English,8,critical_wanna,2,2,d,0,0.972451925,NA
L2_08,L2_English,8,filler_ellipsis,2,2,Gapping-A,0,1.607796907,NA
L2_08,L2_English,8,filler_null,na,na,null_subject,0,0.872595072,NA
L2_08,L2_English,9,critical_wanna,1,1,a,1,0.254497766,NA
L2_08,L2_English,9,filler_ellipsis,1,1,VPE-C,1,0.32100606,NA
L2_08,L2_English,9,filler_null,na,na,null_object,1,0.238620996,NA
L2_08,L2_English,10,critical_wanna,1,2,b,1,1.190233946,NA
L2_08,L2_English,10,filler_ellipsis,2,1,Gapping-C,1,0.588318825,NA
L2_08,L2_English,10,filler_null,na,na,no_null,1,0.488170147,NA
L2_08,L2_English,11,critical_wanna,2,1,c,1,0.60541296,NA
L2_08,L2_English,11,filler_ellipsis,1,2,VPE-A,1,0.368117094,NA
L2_08,L2_English,11,filler_null,na,na,null_subject,1,0.521621943,NA
L2_08,L2_English,12,critical_wanna,2,2,d,1,0.351506948,NA
L2_08,L2_English,12,filler_ellipsis,2,2,Gapping-A,1,0.337744951,NA
L2_08,L2_English,12,filler_null,na,na,null_object,1,0.354686975,NA
L2_08,L2_English,13,critical_wanna,1,1,a,1,0.454771042,NA
L2_08,L2_English,13,filler_ellipsis,1,1,VPE-C,1,1.608047962,NA
L2_08,L2_English,13,filler_null,na,na,no_null,1,2.15951705,NA
L2_08,L2_English,14,critical_wanna,1,2,b,1,0.521404982,NA
L2_08,L2_English,14,filler_ellipsis,2,1,Gapping-C,0,0.404418945,NA
L2_08,L2_English,14,filler_null,na,na,null_subject,1,0.521967888,NA
L2_08,L2_English,15,critical_wanna,2,1,c,0,2.143079042,NA
L2_08,L2_English,15,filler_ellipsis,1,2,VPE-A,1,1.926805973,NA
L2_08,L2_English,15,filler_null,na,na,null_object,1,0.287661076,NA
L2_08,L2_English,16,critical_wanna,2,2,d,1,4.031345129,NA
L2_08,L2_English,16,filler_ellipsis,2,2,Gapping-A,1,0.338084936,NA
L2_08,L2_English,16,filler_null,na,na,no_null,1,0.404668808,NA
L2_08,L2_English,17,critical_wanna,1,1,a,1,5.51897192,NA
L2_08,L2_English,17,filler_ellipsis,1,1,VPE-C,0,1.824998856,NA
L2_08,L2_English,17,filler_null,na,na,null_subject,1,0.371166945,NA
L2_08,L2_English,18,critical_wanna,1,2,b,0,0.622325897,NA
L2_08,L2_English,18,filler_ellipsis,2,1,Gapping-C,0,1.959020138,NA
L2_08,L2_English,18,filler_null,na,na,null_object,1,1.858711958,NA
L2_08,L2_English,19,critical_wanna,2,1,c,1,7.537250042,NA
L2_08,L2_English,19,filler_ellipsis,1,2,VPE-A,1,0.755886078,NA
L2_08,L2_English,20,critical_wanna,2,2,d,1,0.953187943,NA
L2_08,L2_English,20,filler_ellipsis,2,2,Gapping-A,1,0.338016033,NA
L2_08,L2_English,21,filler_ellipsis,1,1,VPE-C,1,7.740607023,NA
L2_08,L2_English,22,filler_ellipsis,2,1,Gapping-C,1,0.418380022,NA
L2_08,L2_English,23,filler_ellipsis,1,2,VPE-A,1,0.421295881,NA
L2_08,L2_English,24,filler_ellipsis,2,2,Gapping-A,1,0.201002121,NA
L2_09,L2_English,1,critical_wanna,1,1,a,1,0.371844053,16
L2_09,L2_English,1,filler_ellipsis,1,1,VPE-C,1,0.168188095,16
L2_09,L2_English,1,filler_null,na,na,no_null,0,0.488748074,16
L2_09,L2_English,1,filler_ungrammatical,na,na,na,0,1.741620064,16
L2_09,L2_English,2,critical_wanna,1,2,b,1,0.384822845,16
L2_09,L2_English,2,filler_ellipsis,2,1,Gapping-C,0,0.337951899,16
L2_09,L2_English,2,filler_null,na,na,null_subject,1,0.405388117,16
L2_09,L2_English,2,filler_ungrammatical,na,na,na,0,0.120871067,16
L2_09,L2_English,3,critical_wanna,2,1,c,1,0.405345917,16
L2_09,L2_English,3,filler_ellipsis,1,2,VPE-A,1,1.123584032,16
L2_09,L2_English,3,filler_null,na,na,null_object,0,0.321504116,16
L2_09,L2_English,3,filler_ungrammatical,na,na,na,0,1.157207966,16
L2_09,L2_English,4,critical_wanna,2,2,d,1,1.190384865,16
L2_09,L2_English,4,filler_ellipsis,2,2,Gapping-A,0,0.405764103,16
L2_09,L2_English,4,filler_null,na,na,no_null,1,0.60254693,16
L2_09,L2_English,4,filler_ungrammatical,na,na,na,1,0.568809986,16
L2_09,L2_English,5,critical_wanna,1,1,a,1,6.955499887,16
L2_09,L2_English,5,filler_ellipsis,1,1,VPE-C,1,0.83990097,16
L2_09,L2_English,5,filler_null,na,na,null_subject,0,2.026172161,16
L2_09,L2_English,5,filler_ungrammatical,na,na,na,1,15.07834101,16
L2_09,L2_English,6,critical_wanna,1,2,b,1,0.355493069,16
L2_09,L2_English,6,filler_ellipsis,2,1,Gapping-C,0,0.418333054,16
L2_09,L2_English,6,filler_null,na,na,null_object,1,0.42185998,16
L2_09,L2_English,6,filler_ungrammatical,na,na,na,1,5.983577013,16
L2_09,L2_English,7,critical_wanna,2,1,c,1,0.405506134,16
L2_09,L2_English,7,filler_ellipsis,1,2,VPE-A,1,1.090445995,16
L2_09,L2_English,7,filler_null,na,na,no_null,1,2.46073103,16
L2_09,L2_English,8,critical_wanna,2,2,d,1,1.123139858,16
L2_09,L2_English,8,filler_ellipsis,2,2,Gapping-A,0,0.856482983,16
L2_09,L2_English,8,filler_null,na,na,null_subject,0,0.485057831,16
L2_09,L2_English,9,critical_wanna,1,1,a,1,0.488916874,16
L2_09,L2_English,9,filler_ellipsis,1,1,VPE-C,1,0.320785046,16
L2_09,L2_English,9,filler_null,na,na,null_object,1,0.338510036,16
L2_09,L2_English,10,critical_wanna,1,2,b,1,0.522094965,16
L2_09,L2_English,10,filler_ellipsis,2,1,Gapping-C,0,0.472238064,16
L2_09,L2_English,10,filler_null,na,na,no_null,1,1.203828096,16
L2_09,L2_English,11,critical_wanna,2,1,c,1,0.388509035,16
L2_09,L2_English,11,filler_ellipsis,1,2,VPE-A,1,0.451876163,16
L2_09,L2_English,11,filler_null,na,na,null_subject,0,0.388406992,16
L2_09,L2_English,12,critical_wanna,2,2,d,1,0.88984704,16
L2_09,L2_English,12,filler_ellipsis,2,2,Gapping-A,0,0.923334837,16
L2_09,L2_English,12,filler_null,na,na,null_object,1,0.371936083,16
L2_09,L2_English,13,critical_wanna,1,1,a,1,2.677917004,16
L2_09,L2_English,13,filler_ellipsis,1,1,VPE-C,1,1.39137888,16
L2_09,L2_English,13,filler_null,na,na,no_null,1,0.241084099,16
L2_09,L2_English,14,critical_wanna,1,2,b,1,0.639796019,16
L2_09,L2_English,14,filler_ellipsis,2,1,Gapping-C,0,1.258991957,16
L2_09,L2_English,14,filler_null,na,na,null_subject,0,1.471333027,16
L2_09,L2_English,15,critical_wanna,2,1,c,1,1.123946905,16
L2_09,L2_English,15,filler_ellipsis,1,2,VPE-A,1,4.750420094,16
L2_09,L2_English,15,filler_null,na,na,null_object,1,0.321291924,16
L2_09,L2_English,16,critical_wanna,2,2,d,1,0.471583843,16
L2_09,L2_English,16,filler_ellipsis,2,2,Gapping-A,0,0.588824987,16
L2_09,L2_English,16,filler_null,na,na,no_null,1,0.42143178,16
L2_09,L2_English,17,critical_wanna,1,1,a,1,0.605940104,16
L2_09,L2_English,17,filler_ellipsis,1,1,VPE-C,1,0.254533052,16
L2_09,L2_English,17,filler_null,na,na,null_subject,0,0.288230896,16
L2_09,L2_English,18,critical_wanna,1,2,b,1,0.388062954,16
L2_09,L2_English,18,filler_ellipsis,2,1,Gapping-C,0,0.288600922,16
L2_09,L2_English,18,filler_null,na,na,null_object,1,0.502003908,16
L2_09,L2_English,19,critical_wanna,2,1,c,1,0.338316917,16
L2_09,L2_English,19,filler_ellipsis,1,2,VPE-A,1,0.271287918,16
L2_09,L2_English,20,critical_wanna,2,2,d,1,0.572718143,16
L2_09,L2_English,20,filler_ellipsis,2,2,Gapping-A,0,0.55577898,16
L2_09,L2_English,21,filler_ellipsis,1,1,VPE-C,1,0.555625916,16
L2_09,L2_English,22,filler_ellipsis,2,1,Gapping-C,0,0.267989159,16
L2_09,L2_English,23,filler_ellipsis,1,2,VPE-A,1,0.451776981,16
L2_09,L2_English,24,filler_ellipsis,2,2,Gapping-A,0,0.321663857,16
L2_10,L2_English,1,critical_wanna,1,2,b,1,1.340339899,21
L2_10,L2_English,1,filler_ellipsis,2,1,Gapping-C,1,1.09059,21
L2_10,L2_English,1,filler_null,na,na,null_subject,1,2.543931007,21
L2_10,L2_English,1,filler_ungrammatical,na,na,na,0,2.277373791,21
L2_10,L2_English,2,critical_wanna,2,1,c,1,1.604880095,21
L2_10,L2_English,2,filler_ellipsis,1,2,VPE-A,1,1.2409091,21
L2_10,L2_English,2,filler_null,na,na,null_object,9,3.560266018,21
L2_10,L2_English,2,filler_ungrammatical,na,na,na,9,6.350919962,21
L2_10,L2_English,3,critical_wanna,2,2,d,0,8.042165995,21
L2_10,L2_English,3,filler_ellipsis,2,2,Gapping-A,1,5.00037384,21
L2_10,L2_English,3,filler_null,na,na,no_null,1,13.72347689,21
L2_10,L2_English,3,filler_ungrammatical,na,na,na,0,2.22670579,21
L2_10,L2_English,4,critical_wanna,1,1,a,1,1.842195034,21
L2_10,L2_English,4,filler_ellipsis,1,1,VPE-C,1,3.178762913,21
L2_10,L2_English,4,filler_null,na,na,null_subject,0,4.584087133,21
L2_10,L2_English,4,filler_ungrammatical,na,na,na,0,0.886590958,21
L2_10,L2_English,5,critical_wanna,1,2,b,9,6.755507946,21
L2_10,L2_English,5,filler_ellipsis,2,1,Gapping-C,0,3.613415003,21
L2_10,L2_English,5,filler_null,na,na,null_object,0,1.089970112,21
L2_10,L2_English,5,filler_ungrammatical,na,na,na,1,0.589381933,21
L2_10,L2_English,6,critical_wanna,2,1,c,0,3.513333797,21
L2_10,L2_English,6,filler_ellipsis,1,2,VPE-A,1,7.690951109,21
L2_10,L2_English,6,filler_null,na,na,no_null,9,2.410353184,21
L2_10,L2_English,6,filler_ungrammatical,na,na,na,1,0.204124928,21
L2_10,L2_English,7,critical_wanna,2,2,d,0,1.44126606,21
L2_10,L2_English,7,filler_ellipsis,2,2,Gapping-A,1,0.756681919,21
L2_10,L2_English,7,filler_null,na,na,null_subject,0,2.578460932,21
L2_10,L2_English,8,critical_wanna,1,1,a,0,3.329521894,21
L2_10,L2_English,8,filler_ellipsis,1,1,VPE-C,0,0.753206015,21
L2_10,L2_English,8,filler_null,na,na,null_object,1,3.246048212,21
L2_10,L2_English,9,critical_wanna,1,2,b,0,6.722709179,21
L2_10,L2_English,9,filler_ellipsis,2,1,Gapping-C,0,4.533404827,21
L2_10,L2_English,9,filler_null,na,na,no_null,1,7.03657794,21
L2_10,L2_English,10,critical_wanna,2,1,c,1,3.10885787,21
L2_10,L2_English,10,filler_ellipsis,1,2,VPE-A,0,0.672660112,21
L2_10,L2_English,10,filler_null,na,na,null_subject,0,1.207057953,21
L2_10,L2_English,11,critical_wanna,2,2,d,0,0.772627115,21
L2_10,L2_English,11,filler_ellipsis,2,2,Gapping-A,0,0.98981905,21
L2_10,L2_English,11,filler_null,na,na,null_object,1,3.780935049,21
L2_10,L2_English,12,critical_wanna,1,1,a,0,2.728076935,21
L2_10,L2_English,12,filler_ellipsis,1,1,VPE-C,0,4.699584007,21
L2_10,L2_English,12,filler_null,na,na,no_null,1,1.608556986,21
L2_10,L2_English,13,critical_wanna,1,2,b,1,0.889488935,21
L2_10,L2_English,13,filler_ellipsis,2,1,Gapping-C,1,0.054509163,21
L2_10,L2_English,13,filler_null,na,na,null_subject,1,0.956520081,21
L2_10,L2_English,14,critical_wanna,2,1,c,1,3.880626202,21
L2_10,L2_English,14,filler_ellipsis,1,2,VPE-A,0,12.78769302,21
L2_10,L2_English,14,filler_null,na,na,null_object,1,0.956355095,21
L2_10,L2_English,15,critical_wanna,2,2,d,1,1.608962059,21
L2_10,L2_English,15,filler_ellipsis,2,2,Gapping-A,0,2.611469984,21
L2_10,L2_English,15,filler_null,na,na,no_null,0,0.622685909,21
L2_10,L2_English,16,critical_wanna,1,1,a,1,0.504874945,21
L2_10,L2_English,16,filler_ellipsis,1,1,VPE-C,0,2.744833946,21
L2_10,L2_English,16,filler_null,na,na,null_subject,0,0.719090939,21
L2_10,L2_English,17,critical_wanna,1,2,b,0,0.856709957,21
L2_10,L2_English,17,filler_ellipsis,2,1,Gapping-C,0,4.716118097,21
L2_10,L2_English,17,filler_null,na,na,null_object,1,0.672670126,21
L2_10,L2_English,18,critical_wanna,2,1,c,0,1.090073109,21
L2_10,L2_English,18,filler_ellipsis,1,2,VPE-A,1,3.694051027,21
L2_10,L2_English,18,filler_null,na,na,no_null,1,0.873122931,21
L2_10,L2_English,19,critical_wanna,2,2,d,0,1.424726009,21
L2_10,L2_English,19,filler_ellipsis,2,2,Gapping-A,1,1.003319025,21
L2_10,L2_English,20,critical_wanna,1,1,a,1,2.056113005,21
L2_10,L2_English,20,filler_ellipsis,1,1,VPE-C,0,0.789247036,21
L2_10,L2_English,21,filler_ellipsis,2,1,Gapping-C,1,1.775599003,21
L2_10,L2_English,22,filler_ellipsis,1,2,VPE-A,0,0.488708019,21
L2_10,L2_English,23,filler_ellipsis,2,2,Gapping-A,1,0.489115,21
L2_10,L2_English,24,filler_ellipsis,1,1,VPE-C,0,0.789011002,21
L2_11,L2_English,1,critical_wanna,2,1,c,1,0.756315947,29
L2_11,L2_English,1,filler_ellipsis,1,2,VPE-A,1,0.354836941,29
L2_11,L2_English,1,filler_null,na,na,null_object,0,0.422214985,29
L2_11,L2_English,1,filler_ungrammatical,na,na,na,0,2.122816086,29
L2_11,L2_English,2,critical_wanna,2,2,d,1,0.455428839,29
L2_11,L2_English,2,filler_ellipsis,2,2,Gapping-A,0,0.819449902,29
L2_11,L2_English,2,filler_null,na,na,no_null,1,0.989840031,29
L2_11,L2_English,2,filler_ungrammatical,na,na,na,0,0.037432909,29
L2_11,L2_English,3,critical_wanna,1,1,a,1,0.254437923,29
L2_11,L2_English,3,filler_ellipsis,1,1,VPE-C,1,1.655251026,29
L2_11,L2_English,3,filler_null,na,na,null_subject,0,0.388041973,29
L2_11,L2_English,3,filler_ungrammatical,na,na,na,1,0.388199091,29
L2_11,L2_English,4,critical_wanna,1,2,b,1,0.339664936,29
L2_11,L2_English,4,filler_ellipsis,2,1,Gapping-C,0,0.351643085,29
L2_11,L2_English,4,filler_null,na,na,null_object,0,1.508646965,29
L2_11,L2_English,4,filler_ungrammatical,na,na,na,0,0.723548889,29
L2_11,L2_English,5,critical_wanna,2,1,c,1,0.906106949,29
L2_11,L2_English,5,filler_ellipsis,1,2,VPE-A,1,0.254595995,29
L2_11,L2_English,5,filler_null,na,na,no_null,1,0.067145824,29
L2_11,L2_English,5,filler_ungrammatical,na,na,na,1,0.201114178,29
L2_11,L2_English,6,critical_wanna,2,2,d,1,0.404119015,29
L2_11,L2_English,6,filler_ellipsis,2,2,Gapping-A,0,0.054306984,29
L2_11,L2_English,6,filler_null,na,na,null_subject,0,0.856417894,29
L2_11,L2_English,6,filler_ungrammatical,na,na,na,0,2.059453964,29
L2_11,L2_English,7,critical_wanna,1,1,a,1,0.036985874,29
L2_11,L2_English,7,filler_ellipsis,1,1,VPE-C,1,1.224136114,29
L2_11,L2_English,7,filler_null,na,na,null_object,0,0.501876116,29
L2_11,L2_English,8,critical_wanna,1,2,b,1,0.305038929,29
L2_11,L2_English,8,filler_ellipsis,2,1,Gapping-C,0,1.005995035,29
L2_11,L2_English,8,filler_null,na,na,no_null,1,0.42166996,29
L2_11,L2_English,9,critical_wanna,2,1,c,1,0.50504303,29
L2_11,L2_English,9,filler_ellipsis,1,2,VPE-A,1,0.62242794,29
L2_11,L2_English,9,filler_null,na,na,null_subject,0,0.354910135,29
L2_11,L2_English,10,critical_wanna,2,2,d,1,0.488730192,29
L2_11,L2_English,10,filler_ellipsis,2,2,Gapping-A,0,0.338093996,29
L2_11,L2_English,10,filler_null,na,na,null_object,0,0.488246918,29
L2_11,L2_English,11,critical_wanna,1,1,a,1,1.173415899,29
L2_11,L2_English,11,filler_ellipsis,1,1,VPE-C,1,0.238349915,29
L2_11,L2_English,11,filler_null,na,na,no_null,1,1.072623014,29
L2_11,L2_English,12,critical_wanna,1,2,b,1,1.975934029,29
L2_11,L2_English,12,filler_ellipsis,2,1,Gapping-C,0,1.190406084,29
L2_11,L2_English,12,filler_null,na,na,null_subject,0,0.639262915,29
L2_11,L2_English,13,critical_wanna,2,1,c,0,1.39051199,29
L2_11,L2_English,13,filler_ellipsis,1,2,VPE-A,0,1.003191948,29
L2_11,L2_English,13,filler_null,na,na,null_object,1,0.468356133,29
L2_11,L2_English,14,critical_wanna,2,2,d,1,0.989377022,29
L2_11,L2_English,14,filler_ellipsis,2,2,Gapping-A,0,0.371706009,29
L2_11,L2_English,14,filler_null,na,na,no_null,1,0.337766886,29
L2_11,L2_English,15,critical_wanna,1,1,a,1,0.405085087,29
L2_11,L2_English,15,filler_ellipsis,1,1,VPE-C,0,2.075503826,29
L2_11,L2_English,15,filler_null,na,na,null_subject,0,0.735955954,29
L2_11,L2_English,16,critical_wanna,1,2,b,0,1.387784004,29
L2_11,L2_English,16,filler_ellipsis,2,1,Gapping-C,0,0.287589073,29
L2_11,L2_English,16,filler_null,na,na,null_object,0,2.02580595,29
L2_11,L2_English,17,critical_wanna,2,1,c,0,0.404926062,29
L2_11,L2_English,17,filler_ellipsis,1,2,VPE-A,1,0.304653168,29
L2_11,L2_English,17,filler_null,na,na,no_null,1,0.238785982,29
L2_11,L2_English,18,critical_wanna,2,2,d,1,0.236831188,29
L2_11,L2_English,18,filler_ellipsis,2,2,Gapping-A,0,0.372228861,29
L2_11,L2_English,18,filler_null,na,na,null_subject,0,0.388051987,29
L2_11,L2_English,19,critical_wanna,1,1,a,0,2.727492094,29
L2_11,L2_English,19,filler_ellipsis,1,1,VPE-C,1,0.939675093,29
L2_11,L2_English,20,critical_wanna,1,2,b,0,2.143088102,29
L2_11,L2_English,20,filler_ellipsis,2,1,Gapping-C,1,1.440732002,29
L2_11,L2_English,21,filler_ellipsis,1,2,VPE-A,0,0.789083004,29
L2_11,L2_English,22,filler_ellipsis,2,2,Gapping-A,0,0.287820101,29
L2_11,L2_English,23,filler_ellipsis,1,1,VPE-C,1,0.317993879,29
L2_11,L2_English,24,filler_ellipsis,2,1,Gapping-C,0,0.31813097,29
L2_12,L2_English,1,critical_wanna,2,2,d,1,0.538497925,37
L2_12,L2_English,1,filler_ellipsis,2,2,Gapping-A,0,1.123807907,37
L2_12,L2_English,1,filler_null,na,na,null_object,0,1.774147034,37
L2_12,L2_English,1,filler_ungrammatical,na,na,na,0,1.391294003,37
L2_12,L2_English,2,critical_wanna,1,1,a,1,0.538505077,37
L2_12,L2_English,2,filler_ellipsis,1,1,VPE-C,1,0.251276016,37
L2_12,L2_English,2,filler_null,na,na,no_null,1,0.589583874,37
L2_12,L2_English,2,filler_ungrammatical,na,na,na,0,1.106719017,37
L2_12,L2_English,3,critical_wanna,1,2,b,1,0.957113028,37
L2_12,L2_English,3,filler_ellipsis,2,1,Gapping-C,0,0.538958073,37
L2_12,L2_English,3,filler_null,na,na,null_subject,0,0.822934866,37
L2_12,L2_English,3,filler_ungrammatical,na,na,na,0,6.638604164,37
L2_12,L2_English,4,critical_wanna,2,1,c,0,0.819634914,37
L2_12,L2_English,4,filler_ellipsis,1,2,VPE-A,1,1.24080205,37
L2_12,L2_English,4,filler_null,na,na,null_object,0,0.635589838,37
L2_12,L2_English,4,filler_ungrammatical,na,na,na,1,0.673043966,37
L2_12,L2_English,5,critical_wanna,2,2,d,1,0.55588913,37
L2_12,L2_English,5,filler_ellipsis,2,2,Gapping-A,1,1.57504487,37
L2_12,L2_English,5,filler_null,na,na,no_null,1,0.08730197,37
L2_12,L2_English,5,filler_ungrammatical,na,na,na,1,1.641652107,37
L2_12,L2_English,6,critical_wanna,1,1,a,1,2.010257006,37
L2_12,L2_English,6,filler_ellipsis,1,1,VPE-C,1,0.739113808,37
L2_12,L2_English,6,filler_null,na,na,null_subject,0,0.82278204,37
L2_12,L2_English,6,filler_ungrammatical,na,na,na,1,1.474287987,37
L2_12,L2_English,7,critical_wanna,1,2,b,1,0.639312029,37
L2_12,L2_English,7,filler_ellipsis,2,1,Gapping-C,0,0.034281015,37
L2_12,L2_English,7,filler_null,na,na,null_object,0,0.254796982,37
L2_12,L2_English,8,critical_wanna,2,1,c,0,0.221587896,37
L2_12,L2_English,8,filler_ellipsis,1,2,VPE-A,1,0.538707972,37
L2_12,L2_English,8,filler_null,na,na,no_null,0,1.926510096,37
L2_12,L2_English,9,critical_wanna,2,2,d,1,0.354984999,37
L2_12,L2_English,9,filler_ellipsis,2,2,Gapping-A,0,0.237823009,37
L2_12,L2_English,9,filler_null,na,na,null_subject,0,0.48870492,37
L2_12,L2_English,10,critical_wanna,1,1,a,1,0.505351067,37
L2_12,L2_English,10,filler_ellipsis,1,1,VPE-C,1,1.157341003,37
L2_12,L2_English,10,filler_null,na,na,null_object,0,0.435351849,37
L2_12,L2_English,11,critical_wanna,1,2,b,1,0.388870001,37
L2_12,L2_English,11,filler_ellipsis,2,1,Gapping-C,0,2.209607124,37
L2_12,L2_English,11,filler_null,na,na,no_null,1,1.993164063,37
L2_12,L2_English,12,critical_wanna,2,1,c,1,0.137851,37
L2_12,L2_English,12,filler_ellipsis,1,2,VPE-A,1,0.572015047,37
L2_12,L2_English,12,filler_null,na,na,null_subject,0,0.338127851,37
L2_12,L2_English,13,critical_wanna,2,2,d,1,7.424437046,37
L2_12,L2_English,13,filler_ellipsis,2,2,Gapping-A,0,1.675468922,37
L2_12,L2_English,13,filler_null,na,na,null_object,1,0.538983822,37
L2_12,L2_English,14,critical_wanna,1,1,a,1,0.940590858,37
L2_12,L2_English,14,filler_ellipsis,1,1,VPE-C,1,0.672446966,37
L2_12,L2_English,14,filler_null,na,na,no_null,1,0.104582787,37
L2_12,L2_English,15,critical_wanna,1,2,b,0,0.839075089,37
L2_12,L2_English,15,filler_ellipsis,2,1,Gapping-C,0,1.491558075,37
L2_12,L2_English,15,filler_null,na,na,null_subject,0,0.204061031,37
L2_12,L2_English,16,critical_wanna,2,1,c,0,0.505553961,37
L2_12,L2_English,16,filler_ellipsis,1,2,VPE-A,1,0.137881041,37
L2_12,L2_English,16,filler_null,na,na,null_object,0,0.572487831,37
L2_12,L2_English,17,critical_wanna,2,2,d,1,0.221948147,37
L2_12,L2_English,17,filler_ellipsis,2,2,Gapping-A,0,2.393914938,37
L2_12,L2_English,17,filler_null,na,na,no_null,1,3.145953894,37
L2_12,L2_English,18,critical_wanna,1,1,a,0,0.455734968,37
L2_12,L2_English,18,filler_ellipsis,1,1,VPE-C,0,4.46655798,37
L2_12,L2_English,18,filler_null,na,na,null_subject,0,0.438350201,37
L2_12,L2_English,19,critical_wanna,1,2,b,1,1.074068069,37
L2_12,L2_English,19,filler_ellipsis,2,1,Gapping-C,0,0.355477095,37
L2_12,L2_English,20,critical_wanna,2,1,c,1,0.606317043,37
L2_12,L2_English,20,filler_ellipsis,1,2,VPE-A,1,0.522608995,37
L2_12,L2_English,21,filler_ellipsis,2,2,Gapping-A,0,0.89010787,37
L2_12,L2_English,22,filler_ellipsis,1,1,VPE-C,1,0.672631979,37
L2_12,L2_English,23,filler_ellipsis,2,1,Gapping-C,0,0.371684074,37
L2_12,L2_English,24,filler_ellipsis,1,2,VPE-A,1,1.391532183,37
L2_13,L2_English,1,critical_wanna,1,1,a,1,0.588662148,28
L2_13,L2_English,1,filler_ellipsis,1,1,VPE-C,1,0.287412882,28
L2_13,L2_English,1,filler_null,na,na,no_null,1,0.304879904,28
L2_13,L2_English,1,filler_ungrammatical,na,na,na,0,1.206958056,28
L2_13,L2_English,2,critical_wanna,1,2,b,1,0.338093996,28
L2_13,L2_English,2,filler_ellipsis,2,1,Gapping-C,0,1.591923952,28
L2_13,L2_English,2,filler_null,na,na,null_subject,0,0.671705008,28
L2_13,L2_English,2,filler_ungrammatical,na,na,na,1,0.471470118,28
L2_13,L2_English,3,critical_wanna,2,1,c,1,1.140911102,28
L2_13,L2_English,3,filler_ellipsis,1,2,VPE-A,0,3.914146185,28
L2_13,L2_English,3,filler_null,na,na,null_object,1,0.288031101,28
L2_13,L2_English,3,filler_ungrammatical,na,na,na,1,0.053959131,28
L2_13,L2_English,4,critical_wanna,2,2,d,1,1.090404987,28
L2_13,L2_English,4,filler_ellipsis,2,2,Gapping-A,0,2.143450975,28
L2_13,L2_English,4,filler_null,na,na,no_null,1,0.686192989,28
L2_13,L2_English,4,filler_ungrammatical,na,na,na,1,0.070726156,28
L2_13,L2_English,5,critical_wanna,1,1,a,1,0.755227089,28
L2_13,L2_English,5,filler_ellipsis,1,1,VPE-C,1,0.472020864,28
L2_13,L2_English,5,filler_null,na,na,null_subject,0,1.040305853,28
L2_13,L2_English,5,filler_ungrammatical,na,na,na,1,0.738840103,28
L2_13,L2_English,6,critical_wanna,1,2,b,0,0.923505783,28
L2_13,L2_English,6,filler_ellipsis,2,1,Gapping-C,1,0.505238056,28
L2_13,L2_English,6,filler_null,na,na,null_object,1,0.789409161,28
L2_13,L2_English,6,filler_ungrammatical,na,na,na,1,0.003611088,28
L2_13,L2_English,7,critical_wanna,2,1,c,1,0.354010105,28
L2_13,L2_English,7,filler_ellipsis,1,2,VPE-A,0,0.354640961,28
L2_13,L2_English,7,filler_null,na,na,no_null,1,0.622568846,28
L2_13,L2_English,8,critical_wanna,2,2,d,1,0.388386011,28
L2_13,L2_English,8,filler_ellipsis,2,2,Gapping-A,1,1.257336855,28
L2_13,L2_English,8,filler_null,na,na,null_subject,0,1.941804886,28
L2_13,L2_English,9,critical_wanna,1,1,a,0,1.474932909,28
L2_13,L2_English,9,filler_ellipsis,1,1,VPE-C,1,0.83634901,28
L2_13,L2_English,9,filler_null,na,na,null_object,1,1.52549386,28
L2_13,L2_English,10,critical_wanna,1,2,b,0,1.457974911,28
L2_13,L2_English,10,filler_ellipsis,2,1,Gapping-C,1,0.655070066,28
L2_13,L2_English,10,filler_null,na,na,no_null,1,0.468536139,28
L2_13,L2_English,11,critical_wanna,2,1,c,0,0.772469997,28
L2_13,L2_English,11,filler_ellipsis,1,2,VPE-A,0,2.593922853,28
L2_13,L2_English,11,filler_null,na,na,null_subject,1,4.26466918,28
L2_13,L2_English,12,critical_wanna,2,2,d,1,0.371923208,28
L2_13,L2_English,12,filler_ellipsis,2,2,Gapping-A,0,1.691717863,28
L2_13,L2_English,12,filler_null,na,na,null_object,1,0.35484004,28
